pct_converted,green_infrastructure_pct,food_forest_pct,pct_highdensity,n_wet,n_for,n_hd,mean_cn,flood_reduction,runoff_acre_feet,mean_hm,cooling_f,flood_damage_avoided_usd,cooling_energy_savings_usd,mean_ndvi,carbon_tons_co2,carbon_value_usd,nature_access_pct,people_with_nature_access,preventable_mh_cases,avoided_mh_cost_usd,food_mln_lbs,people_fed,total_cost_mln,scenario_name
0,30,60,10,0,0,0,75.66999816894531,24.33,1591.0,0.19439999759197235,0.0,0.0,0.0,0.23260000348091125,0.0,0.0,9.5,6390,0.0,0.0,0.0,0,0.0,0% converted — GI 30% / FF 60%
0,30,70,0,0,0,0,75.66999816894531,24.33,1591.0,0.19439999759197235,0.0,0.0,0.0,0.23260000348091125,0.0,0.0,9.5,6390,0.0,0.0,0.0,0,0.0,0% converted — GI 30% / FF 70%
0,40,0,60,0,0,0,75.66999816894531,24.33,1591.0,0.19439999759197235,0.0,0.0,0.0,0.23260000348091125,0.0,0.0,9.5,6390,0.0,0.0,0.0,0,0.0,0% converted — GI 40% / FF 0%
0,40,10,50,0,0,0,75.66999816894531,24.33,1591.0,0.19439999759197235,0.0,0.0,0.0,0.23260000348091125,0.0,0.0,9.5,6390,0.0,0.0,0.0,0,0.0,0% converted — GI 40% / FF 10%
0,40,20,40,0,0,0,75.66999816894531,24.33,1591.0,0.19439999759197235,0.0,0.0,0.0,0.23260000348091125,0.0,0.0,9.5,6390,0.0,0.0,0.0,0,0.0,0% converted — GI 40% / FF 20%
0,40,30,30,0,0,0,75.66999816894531,24.33,1591.0,0.19439999759197235,0.0,0.0,0.0,0.23260000348091125,0.0,0.0,9.5,6390,0.0,0.0,0.0,0,0.0,0% converted — GI 40% / FF 30%
0,40,40,20,0,0,0,75.66999816894531,24.33,1591.0,0.19439999759197235,0.0,0.0,0.0,0.23260000348091125,0.0,0.0,9.5,6390,0.0,0.0,0.0,0,0.0,0% converted — GI 40% / FF 40%
0,40,50,10,0,0,0,75.66999816894531,24.33,1591.0,0.19439999759197235,0.0,0.0,0.0,0.23260000348091125,0.0,0.0,9.5,6390,0.0,0.0,0.0,0,0.0,0% converted — GI 40% / FF 50%
0,40,60,0,0,0,0,75.66999816894531,24.33,1591.0,0.19439999759197235,0.0,0.0,0.0,0.23260000348091125,0.0,0.0,9.5,6390,0.0,0.0,0.0,0,0.0,0% converted — GI 40% / FF 60%
0,50,0,50,0,0,0,75.66999816894531,24.33,1591.0,0.19439999759197235,0.0,0.0,0.0,0.23260000348091125,0.0,0.0,9.5,6390,0.0,0.0,0.0,0,0.0,0% converted — GI 50% / FF 0%
0,50,10,40,0,0,0,75.66999816894531,24.33,1591.0,0.19439999759197235,0.0,0.0,0.0,0.23260000348091125,0.0,0.0,9.5,6390,0.0,0.0,0.0,0,0.0,0% converted — GI 50% / FF 10%
0,50,20,30,0,0,0,75.66999816894531,24.33,1591.0,0.19439999759197235,0.0,0.0,0.0,0.23260000348091125,0.0,0.0,9.5,6390,0.0,0.0,0.0,0,0.0,0% converted — GI 50% / FF 20%
0,50,30,20,0,0,0,75.66999816894531,24.33,1591.0,0.19439999759197235,0.0,0.0,0.0,0.23260000348091125,0.0,0.0,9.5,6390,0.0,0.0,0.0,0,0.0,0% converted — GI 50% / FF 30%
0,50,40,10,0,0,0,75.66999816894531,24.33,1591.0,0.19439999759197235,0.0,0.0,0.0,0.23260000348091125,0.0,0.0,9.5,6390,0.0,0.0,0.0,0,0.0,0% converted — GI 50% / FF 40%
0,50,50,0,0,0,0,75.66999816894531,24.33,1591.0,0.19439999759197235,0.0,0.0,0.0,0.23260000348091125,0.0,0.0,9.5,6390,0.0,0.0,0.0,0,0.0,0% converted — GI 50% / FF 50%
0,60,0,40,0,0,0,75.66999816894531,24.33,1591.0,0.19439999759197235,0.0,0.0,0.0,0.23260000348091125,0.0,0.0,9.5,6390,0.0,0.0,0.0,0,0.0,0% converted — GI 60% / FF 0%
0,60,10,30,0,0,0,75.66999816894531,24.33,1591.0,0.19439999759197235,0.0,0.0,0.0,0.23260000348091125,0.0,0.0,9.5,6390,0.0,0.0,0.0,0,0.0,0% converted — GI 60% / FF 10%
0,60,20,20,0,0,0,75.66999816894531,24.33,1591.0,0.19439999759197235,0.0,0.0,0.0,0.23260000348091125,0.0,0.0,9.5,6390,0.0,0.0,0.0,0,0.0,0% converted — GI 60% / FF 20%
0,60,30,10,0,0,0,75.66999816894531,24.33,1591.0,0.19439999759197235,0.0,0.0,0.0,0.23260000348091125,0.0,0.0,9.5,6390,0.0,0.0,0.0,0,0.0,0% converted — GI 60% / FF 30%
0,60,40,0,0,0,0,75.66999816894531,24.33,1591.0,0.19439999759197235,0.0,0.0,0.0,0.23260000348091125,0.0,0.0,9.5,6390,0.0,0.0,0.0,0,0.0,0% converted — GI 60% / FF 40%
0,70,0,30,0,0,0,75.66999816894531,24.33,1591.0,0.19439999759197235,0.0,0.0,0.0,0.23260000348091125,0.0,0.0,9.5,6390,0.0,0.0,0.0,0,0.0,0% converted — GI 70% / FF 0%
0,70,10,20,0,0,0,75.66999816894531,24.33,1591.0,0.19439999759197235,0.0,0.0,0.0,0.23260000348091125,0.0,0.0,9.5,6390,0.0,0.0,0.0,0,0.0,0% converted — GI 70% / FF 10%
0,70,20,10,0,0,0,75.66999816894531,24.33,1591.0,0.19439999759197235,0.0,0.0,0.0,0.23260000348091125,0.0,0.0,9.5,6390,0.0,0.0,0.0,0,0.0,0% converted — GI 70% / FF 20%
0,70,30,0,0,0,0,75.66999816894531,24.33,1591.0,0.19439999759197235,0.0,0.0,0.0,0.23260000348091125,0.0,0.0,9.5,6390,0.0,0.0,0.0,0,0.0,0% converted — GI 70% / FF 30%
0,80,0,20,0,0,0,75.66999816894531,24.33,1591.0,0.19439999759197235,0.0,0.0,0.0,0.23260000348091125,0.0,0.0,9.5,6390,0.0,0.0,0.0,0,0.0,0% converted — GI 80% / FF 0%
0,80,10,10,0,0,0,75.66999816894531,24.33,1591.0,0.19439999759197235,0.0,0.0,0.0,0.23260000348091125,0.0,0.0,9.5,6390,0.0,0.0,0.0,0,0.0,0% converted — GI 80% / FF 10%
0,80,20,0,0,0,0,75.66999816894531,24.33,1591.0,0.19439999759197235,0.0,0.0,0.0,0.23260000348091125,0.0,0.0,9.5,6390,0.0,0.0,0.0,0,0.0,0% converted — GI 80% / FF 20%
0,90,0,10,0,0,0,75.66999816894531,24.33,1591.0,0.19439999759197235,0.0,0.0,0.0,0.23260000348091125,0.0,0.0,9.5,6390,0.0,0.0,0.0,0,0.0,0% converted — GI 90% / FF 0%
0,90,10,0,0,0,0,75.66999816894531,24.33,1591.0,0.19439999759197235,0.0,0.0,0.0,0.23260000348091125,0.0,0.0,9.5,6390,0.0,0.0,0.0,0,0.0,0% converted — GI 90% / FF 10%
0,100,0,0,0,0,0,75.66999816894531,24.33,1591.0,0.19439999759197235,0.0,0.0,0.0,0.23260000348091125,0.0,0.0,9.5,6390,0.0,0.0,0.0,0,0.0,0% converted — GI 100% / FF 0%
5,0,0,100,0,0,1318,75.9000015258789,24.1,1606.6,0.1923999935388565,-0.0,0.0,0.0,0.23080000281333923,0.0,0.0,9.2,6184,-16.5,-121377.0,0.0,0,1.47,5% converted — GI 0% / FF 0%
5,0,10,90,0,131,1187,75.86000061035156,24.14,1603.9,0.193900004029274,-0.0,0.0,12.0,0.23199999332427979,102.0,19380.0,9.5,6386,-3.5,-25765.0,0.335,167,1.61,5% converted — GI 0% / FF 10%
5,0,20,80,0,263,1055,75.83000183105469,24.17,1601.9,0.19550000131130219,0.0,0.0,486.0,0.23319999873638153,204.7,38893.0,9.7,6515,7.4,54410.0,0.673,336,1.76,5% converted — GI 0% / FF 20%
5,0,30,70,0,395,923,75.79000091552734,24.21,1599.1,0.19699999690055847,0.0,0.0,861.0,0.23440000414848328,307.5,58425.0,10.0,6686,21.7,160378.0,1.01,505,1.9,5% converted — GI 0% / FF 30%
5,0,40,60,0,527,791,75.75,24.25,1596.4,0.19850000739097595,0.0,0.0,1616.0,0.23559999465942383,410.2,77938.0,10.2,6821,34.1,251733.0,1.348,674,2.05,5% converted — GI 0% / FF 40%
5,0,50,50,0,659,659,75.72000122070312,24.28,1594.4,0.20010000467300415,0.0,0.0,2439.0,0.23680000007152557,513.0,97470.0,10.4,6976,46.4,342579.0,1.685,842,2.2,5% converted — GI 0% / FF 50%
5,0,60,40,0,790,528,75.68000030517578,24.32,1591.7,0.20160000026226044,0.0,0.0,2903.0,0.23800000548362732,614.9,116831.0,10.7,7176,59.8,441450.0,2.021,1010,2.34,5% converted — GI 0% / FF 60%
5,0,70,30,0,922,396,75.63999938964844,24.36,1588.9,0.20319999754428864,0.0,70005.0,3146.0,0.23919999599456787,717.7,136363.0,11.0,7347,72.1,531690.0,2.358,1179,2.49,5% converted — GI 0% / FF 70%
5,0,80,20,0,1054,264,75.5999984741211,24.4,1586.2,0.20469999313354492,0.0,160012.0,3494.0,0.24050000309944153,820.4,155876.0,11.3,7566,84.3,622284.0,2.696,1348,2.64,5% converted — GI 0% / FF 80%
5,0,90,10,0,1186,132,75.55999755859375,24.44,1583.5,0.2062000036239624,0.0,250019.0,3753.0,0.24169999361038208,923.2,175408.0,11.6,7748,96.2,709628.0,3.033,1516,2.78,5% converted — GI 0% / FF 90%
5,0,100,0,0,1318,0,75.52999877929688,24.47,1581.5,0.2078000009059906,0.0,316691.0,4372.0,0.24289999902248383,1025.9,194921.0,11.9,7938,109.2,805660.0,3.371,1685,2.93,5% converted — GI 0% / FF 100%
5,10,0,90,131,0,1187,75.7300033569336,24.27,1595.1,0.1940000057220459,-0.0,0.0,16.0,0.23190000653266907,58.3,11077.0,9.5,6386,-4.5,-33118.0,0.0,0,2.78,5% converted — GI 10% / FF 0%
5,10,10,80,131,131,1056,75.69000244140625,24.31,1592.3,0.19550000131130219,0.0,0.0,494.0,0.23309999704360962,160.2,30438.0,9.7,6515,6.4,46965.0,0.335,167,2.92,5% converted — GI 10% / FF 10%
5,10,20,70,131,263,924,75.66000366210938,24.34,1590.3,0.19699999690055847,0.0,23335.0,870.0,0.23430000245571136,263.0,49970.0,10.0,6677,20.7,152961.0,0.673,336,3.07,5% converted — GI 10% / FF 20%
5,10,30,60,131,395,792,75.62000274658203,24.38,1587.6,0.19859999418258667,0.0,113342.0,1625.0,0.23549999296665192,365.7,69483.0,10.2,6821,32.9,242598.0,1.01,505,3.22,5% converted — GI 10% / FF 30%
5,10,40,50,131,527,660,75.58000183105469,24.42,1584.9,0.20010000467300415,0.0,203349.0,2449.0,0.23669999837875366,468.5,89015.0,10.4,6976,45.2,333170.0,1.348,674,3.36,5% converted — GI 10% / FF 40%
5,10,50,40,131,659,528,75.54000091552734,24.46,1582.2,0.20160000026226044,0.0,293356.0,2913.0,0.2379000037908554,571.2,108528.0,10.7,7176,58.8,434113.0,1.685,842,3.51,5% converted — GI 10% / FF 50%
5,10,60,30,131,790,397,75.51000213623047,24.49,1580.1,0.20319999754428864,0.0,363361.0,3156.0,0.23909999430179596,673.2,127908.0,11.0,7347,71.1,524357.0,2.021,1010,3.66,5% converted — GI 10% / FF 60%
5,10,70,20,131,922,265,75.47000122070312,24.53,1577.4,0.20469999313354492,0.0,453368.0,3505.0,0.2402999997138977,776.0,147440.0,11.3,7566,83.4,614954.0,2.358,1179,3.8,5% converted — GI 10% / FF 70%
5,10,80,10,131,1054,133,75.43000030517578,24.57,1574.7,0.20630000531673431,0.0,543374.0,3763.0,0.24160000681877136,878.7,166953.0,11.6,7748,95.2,702302.0,2.696,1348,3.95,5% converted — GI 10% / FF 80%
5,10,90,0,131,1186,1,75.38999938964844,24.61,1572.0,0.2078000009059906,0.0,633381.0,4383.0,0.24279999732971191,981.5,186485.0,11.9,7935,108.2,798336.0,3.033,1516,4.1,5% converted — GI 10% / FF 90%
5,20,0,80,263,0,1055,75.55000305175781,24.45,1582.8,0.1956000030040741,0.0,273354.0,504.0,0.2329999953508377,117.0,22230.0,9.7,6515,5.5,40894.0,0.0,0,4.1,5% converted — GI 20% / FF 0%
5,20,10,70,263,131,924,75.5199966430664,24.48,1580.8,0.19709999859333038,0.0,340026.0,880.0,0.23420000076293945,219.0,41610.0,10.0,6677,19.9,146799.0,0.335,167,4.24,5% converted — GI 20% / FF 10%
5,20,20,60,263,263,792,75.4800033569336,24.52,1578.1,0.19859999418258667,0.0,430033.0,1636.0,0.2354000061750412,321.7,61123.0,10.2,6821,32.0,236439.0,0.673,336,4.39,5% converted — GI 20% / FF 20%
5,20,30,50,263,395,660,75.44000244140625,24.56,1575.4,0.20020000636577606,0.0,520039.0,2460.0,0.23659999668598175,424.5,80655.0,10.4,6976,44.3,327014.0,1.01,505,4.54,5% converted — GI 20% / FF 30%
5,20,40,40,263,527,528,75.41000366210938,24.59,1573.4,0.20170000195503235,0.0,586711.0,2924.0,0.2378000020980835,527.2,100168.0,10.7,7176,58.0,427960.0,1.348,674,4.68,5% converted — GI 20% / FF 40%
5,20,50,30,263,659,396,75.37000274658203,24.63,1570.7,0.20319999754428864,0.0,676718.0,3167.0,0.23909999430179596,629.9,119681.0,11.0,7347,70.2,518206.0,1.685,842,4.83,5% converted — GI 20% / FF 50%
5,20,60,20,263,790,265,75.33000183105469,24.67,1568.0,0.20479999482631683,0.0,766725.0,3517.0,0.2402999997138977,731.9,139061.0,11.3,7566,82.5,608807.0,2.021,1010,4.98,5% converted — GI 20% / FF 60%
5,20,70,10,263,922,133,75.29000091552734,24.71,1565.3,0.20630000531673431,0.0,856732.0,3776.0,0.24150000512599945,834.7,158593.0,11.6,7748,94.4,696157.0,2.358,1179,5.12,5% converted — GI 20% / FF 70%
5,20,80,0,263,1054,1,75.26000213623047,24.74,1563.3,0.2079000025987625,0.0,923403.0,4396.0,0.24269999563694,937.4,178106.0,11.9,7935,107.4,792195.0,2.696,1348,5.27,5% converted — GI 20% / FF 80%
5,30,0,70,395,0,923,75.37999725341797,24.62,1571.4,0.19709999859333038,0.0,653383.0,890.0,0.23409999907016754,175.7,33383.0,10.0,6686,18.8,138720.0,0.0,0,5.42,5% converted — GI 30% / FF 0%
5,30,10,60,395,131,792,75.33999633789062,24.66,1568.7,0.19869999587535858,0.0,743390.0,1647.0,0.2353000044822693,277.7,52763.0,10.2,6821,30.9,228293.0,0.335,167,5.56,5% converted — GI 30% / FF 10%
5,30,20,50,395,263,660,75.30999755859375,24.69,1566.6,0.20020000636577606,0.0,813395.0,2471.0,0.23649999499320984,380.4,72276.0,10.4,6976,43.2,318871.0,0.673,336,5.71,5% converted — GI 30% / FF 20%
5,30,30,40,395,395,528,75.2699966430664,24.73,1564.0,0.20170000195503235,0.0,900068.0,2936.0,0.2378000020980835,483.2,91808.0,10.7,7176,56.9,419822.0,1.01,505,5.86,5% converted — GI 30% / FF 30%
5,30,40,30,395,527,396,75.2300033569336,24.77,1561.3,0.20329999923706055,0.0,990075.0,3179.0,0.23899999260902405,585.9,111321.0,11.0,7347,69.1,510072.0,1.348,674,6.0,5% converted — GI 30% / FF 40%
5,30,50,20,395,659,264,75.19000244140625,24.81,1558.6,0.20479999482631683,0.0,1080082.0,3530.0,0.2401999980211258,688.7,130853.0,11.3,7566,81.4,600676.0,1.685,842,6.15,5% converted — GI 30% / FF 50%
5,30,60,10,395,790,133,75.16000366210938,24.84,1556.6,0.20630000531673431,0.0,1146754.0,3789.0,0.24140000343322754,790.6,150214.0,11.6,7748,93.3,688030.0,2.021,1010,6.3,5% converted — GI 30% / FF 60%
5,30,70,0,395,922,1,75.12000274658203,24.88,1553.9,0.2079000025987625,0.0,1236760.0,4410.0,0.2425999939441681,893.4,169746.0,11.9,7935,106.3,784072.0,2.358,1179,6.44,5% converted — GI 30% / FF 70%
5,40,0,60,527,0,791,75.20999908447266,24.79,1559.9,0.19869999587535858,0.0,1036745.0,1659.0,0.23520000278949738,234.4,44536.0,10.2,6821,30.2,223059.0,0.0,0,6.74,5% converted — GI 40% / FF 0%
5,40,10,50,527,131,660,75.16999816894531,24.83,1557.2,0.20029999315738678,0.0,1126752.0,2484.0,0.23639999330043793,336.4,63916.0,10.4,6976,42.3,311848.0,0.335,167,6.89,5% converted — GI 40% / FF 10%
5,40,20,40,527,263,528,75.12999725341797,24.87,1554.6,0.20180000364780426,0.0,1213425.0,2948.0,0.23770000040531158,439.1,83429.0,10.7,7176,56.0,412802.0,0.673,336,7.03,5% converted — GI 40% / FF 20%
5,40,30,30,527,395,396,75.08999633789062,24.91,1551.9,0.20329999923706055,0.0,1303432.0,3192.0,0.23890000581741333,541.9,102961.0,11.0,7347,68.2,503055.0,1.01,505,7.18,5% converted — GI 40% / FF 30%
5,40,40,20,527,527,264,75.05999755859375,24.94,1549.9,0.20489999651908875,0.0,1370104.0,3543.0,0.24009999632835388,644.6,122474.0,11.3,7566,80.5,593662.0,1.348,674,7.33,5% converted — GI 40% / FF 40%
5,40,50,10,527,659,132,75.0199966430664,24.98,1547.2,0.20640000700950623,0.0,1460111.0,3802.0,0.24130000174045563,747.4,142006.0,11.6,7748,92.3,681020.0,1.685,842,7.47,5% converted — GI 40% / FF 50%
5,40,60,0,527,790,1,74.9800033569336,25.02,1544.5,0.20800000429153442,0.1,1550117.0,4424.0,0.24250000715255737,849.3,161367.0,11.9,7935,105.3,777065.0,2.021,1010,7.62,5% converted — GI 40% / FF 60%
5,50,0,50,659,0,659,75.02999877929688,24.97,1547.9,0.20029999315738678,0.0,1436775.0,2507.0,0.23639999330043793,293.1,55689.0,10.4,6976,41.6,306929.0,0.0,0,8.06,5% converted — GI 50% / FF 0%
5,50,10,40,659,131,528,74.98999786376953,25.01,1545.2,0.20180000364780426,0.0,1526782.0,2972.0,0.23759999871253967,395.1,75069.0,10.7,7176,55.0,405818.0,0.335,167,8.21,5% converted — GI 50% / FF 10%
5,50,20,30,659,263,396,74.95999908447266,25.04,1543.2,0.20340000092983246,0.0,1593454.0,3215.0,0.23880000412464142,497.8,94582.0,11.0,7347,67.2,496074.0,0.673,336,8.35,5% converted — GI 50% / FF 20%
5,50,30,20,659,395,264,74.91999816894531,25.08,1540.5,0.20489999651908875,0.0,1683461.0,3569.0,0.23999999463558197,600.6,114114.0,11.3,7566,79.5,586684.0,1.01,505,8.5,5% converted — GI 50% / FF 30%
5,50,40,10,659,527,132,74.87999725341797,25.12,1537.8,0.20649999380111694,0.0,1773468.0,3828.0,0.24120000004768372,703.3,133627.0,11.6,7748,91.4,674044.0,1.348,674,8.65,5% converted — GI 50% / FF 40%
5,50,50,0,659,659,0,74.8499984741211,25.15,1535.8,0.20800000429153442,0.1,1840139.0,4451.0,0.24240000545978546,806.1,153159.0,11.9,7938,104.4,770093.0,1.685,842,8.79,5% converted — GI 50% / FF 50%
5,60,0,40,790,0,528,74.86000061035156,25.14,1536.5,0.20190000534057617,0.0,1816804.0,2985.0,0.23749999701976776,351.4,66766.0,10.7,7176,54.0,398213.0,0.0,0,9.37,5% converted — GI 60% / FF 0%
5,60,10,30,790,131,397,74.81999969482422,25.18,1533.8,0.20340000092983246,0.0,1906811.0,3228.0,0.2387000024318695,453.4,86146.0,11.0,7347,66.2,488473.0,0.335,167,9.52,5% converted — GI 60% / FF 10%
5,60,20,20,790,263,265,74.79000091552734,25.21,1531.8,0.20499999821186066,0.0,1973483.0,3583.0,0.23989999294281006,556.1,105659.0,11.3,7566,78.5,579087.0,0.673,336,9.66,5% converted — GI 60% / FF 20%
