pct_converted,green_infrastructure_pct,food_forest_pct,pct_highdensity,n_wet,n_for,n_hd,mean_cn,flood_reduction,runoff_acre_feet,mean_hm,cooling_f,mean_ndvi,carbon_tons_co2_yr,nature_access_pct,people_with_nature_access,food_mln_lbs,people_fed,total_cost_mln,scenario_name
20,10,10,80,1028,1028,8230,75.83000183105469,24.17,388.2,0.278,0.0,0.2379000037908554,1255.2,64.9,100169,2.624,1312,22.83,20% converted — GI 10% / FF 10%
20,10,20,70,1028,2057,7201,75.54000091552734,24.46,379.1,0.2913,0.1,0.24729999899864197,2054.7,65.1,100378,5.252,2626,23.97,20% converted — GI 10% / FF 20%
20,10,30,60,1028,3085,6173,75.25,24.75,370.1,0.3045,0.1,0.25679999589920044,2853.5,65.2,100542,7.876,3938,25.11,20% converted — GI 10% / FF 30%
20,10,40,50,1028,4114,5144,74.95999908447266,25.04,361.2,0.3177,0.2,0.2662000060081482,3653.0,65.3,100682,10.503,5251,26.25,20% converted — GI 10% / FF 40%
20,10,50,40,1028,5143,4115,74.66999816894531,25.33,352.5,0.331,0.2,0.27559998631477356,4452.5,65.4,100808,13.13,6565,27.4,20% converted — GI 10% / FF 50%
20,10,60,30,1028,6171,3087,74.37999725341797,25.62,343.9,0.3442,0.3,0.2851000130176544,5251.3,65.4,100881,15.755,7877,28.54,20% converted — GI 10% / FF 60%
20,10,70,20,1028,7200,2058,74.08000183105469,25.92,335.2,0.3575,0.3,0.2944999933242798,6050.8,65.5,100974,18.382,9191,29.68,20% converted — GI 10% / FF 70%
20,10,80,10,1028,8228,1030,73.79000091552734,26.21,326.8,0.3707,0.4,0.30390000343322754,6849.6,65.6,101117,21.006,10503,30.82,20% converted — GI 10% / FF 80%
20,10,90,0,1028,9257,1,73.48999786376953,26.51,318.3,0.384,0.4,0.313400000333786,7649.1,65.6,101120,23.633,11816,31.96,20% converted — GI 10% / FF 90%
20,20,0,80,2057,0,8229,74.7699966430664,25.23,355.5,0.2787,0.0,0.23720000684261322,913.3,64.9,100169,0.0,0,31.97,20% converted — GI 20% / FF 0%
20,20,10,70,2057,1028,7201,74.4800033569336,25.52,346.9,0.2919,0.1,0.24660000205039978,1712.1,65.1,100378,2.624,1312,33.11,20% converted — GI 20% / FF 10%
20,20,20,60,2057,2057,6172,74.19000244140625,25.81,338.4,0.3052,0.1,0.25600001215934753,2511.6,65.2,100542,5.252,2626,34.25,20% converted — GI 20% / FF 20%
20,20,30,50,2057,3085,5144,73.9000015258789,26.1,330.0,0.3184,0.2,0.265500009059906,3310.4,65.3,100682,7.876,3938,35.39,20% converted — GI 20% / FF 30%
20,20,40,40,2057,4114,4115,73.61000061035156,26.39,321.7,0.3317,0.2,0.27489998936653137,4109.9,65.4,100808,10.503,5251,36.53,20% converted — GI 20% / FF 40%
20,20,50,30,2057,5143,3086,73.31999969482422,26.68,313.6,0.3449,0.3,0.28439998626708984,4909.4,65.4,100881,13.13,6565,37.68,20% converted — GI 20% / FF 50%
20,20,60,20,2057,6171,2058,73.0199966430664,26.98,305.3,0.3582,0.3,0.2937999963760376,5708.2,65.5,100974,15.755,7877,38.82,20% converted — GI 20% / FF 60%
20,20,70,10,2057,7200,1029,72.7300033569336,27.27,297.4,0.3714,0.4,0.30320000648498535,6507.7,65.6,101117,18.382,9191,39.96,20% converted — GI 20% / FF 70%
20,20,80,0,2057,8228,1,72.43000030517578,27.57,289.4,0.3847,0.5,0.3125999867916107,7306.5,65.6,101120,21.006,10503,41.1,20% converted — GI 20% / FF 80%
20,30,0,70,3085,0,7201,73.41999816894531,26.58,316.4,0.2926,0.1,0.2459000051021576,1369.7,65.1,100378,0.0,0,42.24,20% converted — GI 30% / FF 0%
20,30,10,60,3085,1028,6173,73.12999725341797,26.87,308.3,0.3059,0.1,0.25529998540878296,2168.5,65.2,100542,2.624,1312,43.38,20% converted — GI 30% / FF 10%
20,30,20,50,3085,2057,5144,72.83000183105469,27.17,300.1,0.3191,0.2,0.2648000121116638,2968.0,65.3,100682,5.252,2626,44.52,20% converted — GI 30% / FF 20%
20,30,30,40,3085,3085,4116,72.55000305175781,27.45,292.6,0.3324,0.2,0.2741999924182892,3766.8,65.4,100808,7.876,3938,45.66,20% converted — GI 30% / FF 30%
20,30,40,30,3085,4114,3087,72.25,27.75,284.6,0.3456,0.3,0.28360000252723694,4566.3,65.4,100881,10.503,5251,46.8,20% converted — GI 30% / FF 40%
20,30,50,20,3085,5143,2058,71.95999908447266,28.04,277.0,0.3589,0.3,0.2930999994277954,5365.9,65.5,100974,13.13,6565,47.95,20% converted — GI 30% / FF 50%
20,30,60,10,3085,6171,1030,71.66000366210938,28.34,269.3,0.3721,0.4,0.30250000953674316,6164.6,65.6,101117,15.755,7877,49.09,20% converted — GI 30% / FF 60%
