comparison,city,invest_version,per_pixel_mae,pearson_r,aoi_sum_pct_diff,cn_identity_max_abs,guard_mae,guard_ok,n_pixels_compared,design_storm_inches,clean,notes
SA UFR runoff retention index (baseline),"San Antonio, TX",3.19.0,5.197461e-08,1.0000000000,-0.000002,0.000000e+00,0.0274,True,3362619,6.18,True,"SA UFR Runoff Retention per-pixel parity: evaluator (1−Q/P, cn_array_to_retention_index) vs canonical natcap.invest UFRM runoff_retention_index. Drift-free: UFRM fed a synthetic LULC + CN table that reproduce the evaluator's ACTUAL baseline per-pixel CN exactly (CN identity verified). Both unitless ratios — no units artifact. UFRM λ=0.2, S_max=25400/CN−254 mm; evaluator Ia=0.2S, S=1000/CN−10 in — algebraically identical, Q/P scale-invariant. P=6.18 in. natcap.invest 3.19.0."
