city,strategy,scenario,pct,seed,flood_reduction,mean_hm,food_mln_lbs,carbon_tons_co2_yr,runoff_acre_feet,elapsed_s,saturated
"Minneapolis, MN",cooling-focused,all_ff,50,3,25.77,0.36239999532699585,33.725,10264.0,340.1,0.032,False
"Minneapolis, MN",cooling-focused,all_ff,50,4,25.76,0.362199991941452,33.725,10264.0,340.4,0.033,False
"Minneapolis, MN",cooling-focused,all_ff,50,5,25.77,0.3630000054836273,33.725,10264.0,340.1,0.033,False
"Minneapolis, MN",cooling-focused,all_ff,50,6,25.76,0.3625999987125397,33.725,10264.0,340.4,0.033,False
"Minneapolis, MN",cooling-focused,all_ff,50,7,25.77,0.36250001192092896,33.725,10264.0,340.1,0.032,False
"Minneapolis, MN",cooling-focused,all_ff,50,8,25.76,0.36230000853538513,33.725,10264.0,340.4,0.032,False
"Minneapolis, MN",cooling-focused,all_ff,50,9,25.77,0.3625999987125397,33.725,10264.0,340.1,0.033,False
"Minneapolis, MN",cooling-focused,all_hd,10,0,23.87,0.19089999794960022,0.0,0.0,398.5,0.028,False
"Minneapolis, MN",cooling-focused,all_hd,10,1,23.87,0.19099999964237213,0.0,0.0,398.5,0.029,False
"Minneapolis, MN",cooling-focused,all_hd,10,2,23.87,0.19099999964237213,0.0,0.0,398.5,0.029,False
"Minneapolis, MN",cooling-focused,all_hd,10,3,23.87,0.19099999964237213,0.0,0.0,398.5,0.028,False
"Minneapolis, MN",cooling-focused,all_hd,10,4,23.87,0.19099999964237213,0.0,0.0,398.5,0.028,False
"Minneapolis, MN",cooling-focused,all_hd,10,5,23.87,0.19110000133514404,0.0,0.0,398.5,0.028,False
"Minneapolis, MN",cooling-focused,all_hd,10,6,23.87,0.19099999964237213,0.0,0.0,398.5,0.029,False
"Minneapolis, MN",cooling-focused,all_hd,10,7,23.87,0.19099999964237213,0.0,0.0,398.5,0.029,False
"Minneapolis, MN",cooling-focused,all_hd,10,8,23.87,0.19089999794960022,0.0,0.0,398.5,0.029,False
"Minneapolis, MN",cooling-focused,all_hd,10,9,23.87,0.19099999964237213,0.0,0.0,398.5,0.029,False
"Minneapolis, MN",cooling-focused,all_hd,25,0,23.17,0.18549999594688416,0.0,0.0,421.5,0.029,False
"Minneapolis, MN",cooling-focused,all_hd,25,1,23.17,0.18569999933242798,0.0,0.0,421.5,0.03,False
"Minneapolis, MN",cooling-focused,all_hd,25,2,23.17,0.18569999933242798,0.0,0.0,421.5,0.03,False
"Minneapolis, MN",cooling-focused,all_hd,25,3,23.16,0.18559999763965607,0.0,0.0,421.8,0.03,False
"Minneapolis, MN",cooling-focused,all_hd,25,4,23.17,0.18559999763965607,0.0,0.0,421.5,0.031,False
"Minneapolis, MN",cooling-focused,all_hd,25,5,23.18,0.1859000027179718,0.0,0.0,421.1,0.03,False
"Minneapolis, MN",cooling-focused,all_hd,25,6,23.18,0.18569999933242798,0.0,0.0,421.1,0.03,False
"Minneapolis, MN",cooling-focused,all_hd,25,7,23.17,0.18559999763965607,0.0,0.0,421.5,0.03,False
"Minneapolis, MN",cooling-focused,all_hd,25,8,23.18,0.18559999763965607,0.0,0.0,421.1,0.03,False
"Minneapolis, MN",cooling-focused,all_hd,25,9,23.17,0.18559999763965607,0.0,0.0,421.5,0.03,False
"Minneapolis, MN",cooling-focused,all_hd,50,0,22.0,0.17599999904632568,0.0,0.0,461.7,0.032,False
"Minneapolis, MN",cooling-focused,all_hd,50,1,22.0,0.17630000412464142,0.0,0.0,461.7,0.033,False
"Minneapolis, MN",cooling-focused,all_hd,50,2,22.01,0.17630000412464142,0.0,0.0,461.4,0.032,False
"Minneapolis, MN",cooling-focused,all_hd,50,3,21.99,0.1761000007390976,0.0,0.0,462.1,0.033,False
"Minneapolis, MN",cooling-focused,all_hd,50,4,22.0,0.17599999904632568,0.0,0.0,461.7,0.032,False
"Minneapolis, MN",cooling-focused,all_hd,50,5,22.01,0.17649999260902405,0.0,0.0,461.4,0.032,False
"Minneapolis, MN",cooling-focused,all_hd,50,6,22.01,0.1762000024318695,0.0,0.0,461.4,0.033,False
"Minneapolis, MN",cooling-focused,all_hd,50,7,22.0,0.1762000024318695,0.0,0.0,461.7,0.032,False
"Minneapolis, MN",cooling-focused,all_hd,50,8,21.99,0.17599999904632568,0.0,0.0,462.1,0.038,False
"Minneapolis, MN",cooling-focused,all_hd,50,9,22.01,0.1762000024318695,0.0,0.0,461.4,0.034,False
"Minneapolis, MN",undersupply-focused,all_gi,10,0,27.43,0.2272000014781952,0.0,1172.9,293.6,0.032,False
"Minneapolis, MN",undersupply-focused,all_gi,10,1,27.43,0.2272000014781952,0.0,1172.9,293.6,0.03,False
"Minneapolis, MN",undersupply-focused,all_gi,10,2,27.44,0.2272000014781952,0.0,1172.9,293.4,0.029,False
"Minneapolis, MN",undersupply-focused,all_gi,10,3,27.43,0.2273000031709671,0.0,1172.9,293.6,0.029,False
"Minneapolis, MN",undersupply-focused,all_gi,10,4,27.43,0.2272000014781952,0.0,1172.9,293.6,0.029,False
"Minneapolis, MN",undersupply-focused,all_gi,10,5,27.43,0.2272000014781952,0.0,1172.9,293.6,0.03,False
"Minneapolis, MN",undersupply-focused,all_gi,10,6,27.43,0.2273000031709671,0.0,1172.9,293.6,0.029,False
"Minneapolis, MN",undersupply-focused,all_gi,10,7,27.43,0.2272000014781952,0.0,1172.9,293.6,0.029,False
"Minneapolis, MN",undersupply-focused,all_gi,10,8,27.43,0.2272000014781952,0.0,1172.9,293.6,0.029,False
"Minneapolis, MN",undersupply-focused,all_gi,10,9,27.44,0.2273000031709671,0.0,1172.9,293.4,0.029,False
"Minneapolis, MN",undersupply-focused,all_gi,25,0,31.97,0.28060001134872437,0.0,2932.6,186.0,0.029,True
"Minneapolis, MN",undersupply-focused,all_gi,25,1,31.98,0.2806999981403351,0.0,2932.6,185.8,0.029,True
"Minneapolis, MN",undersupply-focused,all_gi,25,2,31.98,0.2808000147342682,0.0,2932.6,185.8,0.03,True
"Minneapolis, MN",undersupply-focused,all_gi,25,3,31.97,0.28060001134872437,0.0,2932.6,186.0,0.03,True
"Minneapolis, MN",undersupply-focused,all_gi,25,4,31.98,0.2808000147342682,0.0,2932.6,185.8,0.03,True
"Minneapolis, MN",undersupply-focused,all_gi,25,5,31.97,0.28060001134872437,0.0,2932.6,186.0,0.03,True
"Minneapolis, MN",undersupply-focused,all_gi,25,6,31.97,0.28060001134872437,0.0,2932.6,186.0,0.03,True
"Minneapolis, MN",undersupply-focused,all_gi,25,7,31.98,0.28049999475479126,0.0,2932.6,185.8,0.031,True
"Minneapolis, MN",undersupply-focused,all_gi,25,8,31.96,0.28060001134872437,0.0,2932.6,186.2,0.031,True
"Minneapolis, MN",undersupply-focused,all_gi,25,9,31.97,0.28049999475479126,0.0,2932.6,186.0,0.03,True
"Minneapolis, MN",undersupply-focused,all_gi,50,0,39.4,0.3695000112056732,0.0,5865.1,64.8,0.03,True
"Minneapolis, MN",undersupply-focused,all_gi,50,1,39.4,0.36970001459121704,0.0,5865.1,64.8,0.03,True
"Minneapolis, MN",undersupply-focused,all_gi,50,2,39.41,0.3693999946117401,0.0,5865.1,64.7,0.03,True
"Minneapolis, MN",undersupply-focused,all_gi,50,3,39.39,0.3693000078201294,0.0,5865.1,64.9,0.03,True
"Minneapolis, MN",undersupply-focused,all_gi,50,4,39.4,0.3693999946117401,0.0,5865.1,64.8,0.03,True
"Minneapolis, MN",undersupply-focused,all_gi,50,5,39.4,0.36959999799728394,0.0,5865.1,64.8,0.03,True
"Minneapolis, MN",undersupply-focused,all_gi,50,6,39.38,0.3695000112056732,0.0,5865.1,65.0,0.03,True
"Minneapolis, MN",undersupply-focused,all_gi,50,7,39.4,0.3693000078201294,0.0,5865.1,64.8,0.03,True
"Minneapolis, MN",undersupply-focused,all_gi,50,8,39.39,0.3691999912261963,0.0,5865.1,64.9,0.029,True
"Minneapolis, MN",undersupply-focused,all_gi,50,9,39.41,0.3691999912261963,0.0,5865.1,64.7,0.03,True
"Minneapolis, MN",undersupply-focused,all_ff,10,0,24.61,0.22589999437332153,6.744,2052.6,375.1,0.028,False
"Minneapolis, MN",undersupply-focused,all_ff,10,1,24.61,0.22589999437332153,6.744,2052.6,375.1,0.029,False
"Minneapolis, MN",undersupply-focused,all_ff,10,2,24.61,0.22589999437332153,6.744,2052.6,375.1,0.029,False
"Minneapolis, MN",undersupply-focused,all_ff,10,3,24.61,0.22599999606609344,6.744,2052.6,375.1,0.029,False
"Minneapolis, MN",undersupply-focused,all_ff,10,4,24.61,0.22589999437332153,6.744,2052.6,375.1,0.029,False
"Minneapolis, MN",undersupply-focused,all_ff,10,5,24.61,0.22589999437332153,6.744,2052.6,375.1,0.028,False
"Minneapolis, MN",undersupply-focused,all_ff,10,6,24.61,0.22609999775886536,6.744,2052.6,375.1,0.029,False
"Minneapolis, MN",undersupply-focused,all_ff,10,7,24.61,0.22599999606609344,6.744,2052.6,375.1,0.029,False
"Minneapolis, MN",undersupply-focused,all_ff,10,8,24.61,0.22589999437332153,6.744,2052.6,375.1,0.028,False
"Minneapolis, MN",undersupply-focused,all_ff,10,9,24.61,0.22609999775886536,6.744,2052.6,375.1,0.029,False
"Minneapolis, MN",undersupply-focused,all_ff,25,0,25.03,0.2773999869823456,16.862,5132.0,362.2,0.029,True
"Minneapolis, MN",undersupply-focused,all_ff,25,1,25.03,0.2775999903678894,16.862,5132.0,362.2,0.029,True
"Minneapolis, MN",undersupply-focused,all_ff,25,2,25.02,0.2775999903678894,16.862,5132.0,362.5,0.029,True
"Minneapolis, MN",undersupply-focused,all_ff,25,3,25.03,0.2775000035762787,16.862,5132.0,362.2,0.029,True
"Minneapolis, MN",undersupply-focused,all_ff,25,4,25.03,0.2775999903678894,16.862,5132.0,362.2,0.029,True
"Minneapolis, MN",undersupply-focused,all_ff,25,5,25.03,0.2773999869823456,16.862,5132.0,362.2,0.029,True
"Minneapolis, MN",undersupply-focused,all_ff,25,6,25.03,0.2775000035762787,16.862,5132.0,362.2,0.031,True
"Minneapolis, MN",undersupply-focused,all_ff,25,7,25.02,0.2773999869823456,16.862,5132.0,362.5,0.032,True
"Minneapolis, MN",undersupply-focused,all_ff,25,8,25.03,0.2775000035762787,16.862,5132.0,362.2,0.034,True
"Minneapolis, MN",undersupply-focused,all_ff,25,9,25.03,0.2773999869823456,16.862,5132.0,362.2,0.033,True
"Minneapolis, MN",undersupply-focused,all_ff,50,0,25.73,0.3628000020980835,33.725,10264.0,341.3,0.032,True
"Minneapolis, MN",undersupply-focused,all_ff,50,1,25.73,0.3630000054836273,33.725,10264.0,341.3,0.031,True
"Minneapolis, MN",undersupply-focused,all_ff,50,2,25.73,0.3626999855041504,33.725,10264.0,341.3,0.03,True
"Minneapolis, MN",undersupply-focused,all_ff,50,3,25.73,0.3625999987125397,33.725,10264.0,341.3,0.03,True
"Minneapolis, MN",undersupply-focused,all_ff,50,4,25.73,0.3626999855041504,33.725,10264.0,341.3,0.03,True
"Minneapolis, MN",undersupply-focused,all_ff,50,5,25.73,0.3628999888896942,33.725,10264.0,341.3,0.03,True
"Minneapolis, MN",undersupply-focused,all_ff,50,6,25.74,0.3628000020980835,33.725,10264.0,341.0,0.03,True
"Minneapolis, MN",undersupply-focused,all_ff,50,7,25.72,0.36250001192092896,33.725,10264.0,341.6,0.03,True
"Minneapolis, MN",undersupply-focused,all_ff,50,8,25.73,0.36250001192092896,33.725,10264.0,341.3,0.03,True
"Minneapolis, MN",undersupply-focused,all_ff,50,9,25.73,0.36250001192092896,33.725,10264.0,341.3,0.031,True
"Minneapolis, MN",undersupply-focused,all_hd,10,0,23.95,0.1914999932050705,0.0,0.0,395.9,0.03,False
"Minneapolis, MN",undersupply-focused,all_hd,10,1,23.95,0.1915999948978424,0.0,0.0,395.9,0.028,False
"Minneapolis, MN",undersupply-focused,all_hd,10,2,23.95,0.1915999948978424,0.0,0.0,395.9,0.028,False
"Minneapolis, MN",undersupply-focused,all_hd,10,3,23.95,0.1915999948978424,0.0,0.0,395.9,0.028,False
"Minneapolis, MN",undersupply-focused,all_hd,10,4,23.95,0.1915999948978424,0.0,0.0,395.9,0.029,False
"Minneapolis, MN",undersupply-focused,all_hd,10,5,23.95,0.1915999948978424,0.0,0.0,395.9,0.03,False
"Minneapolis, MN",undersupply-focused,all_hd,10,6,23.95,0.1915999948978424,0.0,0.0,395.9,0.029,False
"Minneapolis, MN",undersupply-focused,all_hd,10,7,23.95,0.1915999948978424,0.0,0.0,395.9,0.029,False
"Minneapolis, MN",undersupply-focused,all_hd,10,8,23.95,0.1914999932050705,0.0,0.0,395.9,0.029,False
"Minneapolis, MN",undersupply-focused,all_hd,10,9,23.95,0.1915999948978424,0.0,0.0,395.9,0.028,False
"Minneapolis, MN",undersupply-focused,all_hd,25,0,23.28,0.18619999289512634,0.0,0.0,417.8,0.03,True
"Minneapolis, MN",undersupply-focused,all_hd,25,1,23.28,0.18619999289512634,0.0,0.0,417.8,0.029,True
"Minneapolis, MN",undersupply-focused,all_hd,25,2,23.28,0.18619999289512634,0.0,0.0,417.8,0.03,True
"Minneapolis, MN",undersupply-focused,all_hd,25,3,23.28,0.18619999289512634,0.0,0.0,417.8,0.029,True
"Minneapolis, MN",undersupply-focused,all_hd,25,4,23.28,0.18629999458789825,0.0,0.0,417.8,0.029,True
"Minneapolis, MN",undersupply-focused,all_hd,25,5,23.28,0.18610000610351562,0.0,0.0,417.8,0.028,True
"Minneapolis, MN",undersupply-focused,all_hd,25,6,23.27,0.18619999289512634,0.0,0.0,418.1,0.028,True
"Minneapolis, MN",undersupply-focused,all_hd,25,7,23.28,0.18610000610351562,0.0,0.0,417.8,0.028,True
"Minneapolis, MN",undersupply-focused,all_hd,25,8,23.27,0.18610000610351562,0.0,0.0,418.1,0.029,True
"Minneapolis, MN",undersupply-focused,all_hd,25,9,23.28,0.18610000610351562,0.0,0.0,417.8,0.029,True
"Minneapolis, MN",undersupply-focused,all_hd,50,0,22.04,0.17520000040531158,0.0,0.0,460.3,0.029,True
"Minneapolis, MN",undersupply-focused,all_hd,50,1,22.04,0.17509999871253967,0.0,0.0,460.3,0.029,True
"Minneapolis, MN",undersupply-focused,all_hd,50,2,22.05,0.17499999701976776,0.0,0.0,459.9,0.03,True
"Minneapolis, MN",undersupply-focused,all_hd,50,3,22.03,0.17499999701976776,0.0,0.0,460.7,0.031,True
"Minneapolis, MN",undersupply-focused,all_hd,50,4,22.04,0.17509999871253967,0.0,0.0,460.3,0.031,True
"Minneapolis, MN",undersupply-focused,all_hd,50,5,22.04,0.17509999871253967,0.0,0.0,460.3,0.029,True
"Minneapolis, MN",undersupply-focused,all_hd,50,6,22.02,0.17509999871253967,0.0,0.0,461.0,0.029,True
"Minneapolis, MN",undersupply-focused,all_hd,50,7,22.04,0.17479999363422394,0.0,0.0,460.3,0.03,True
"Minneapolis, MN",undersupply-focused,all_hd,50,8,22.03,0.17489999532699585,0.0,0.0,460.7,0.03,True
"Minneapolis, MN",undersupply-focused,all_hd,50,9,22.05,0.17499999701976776,0.0,0.0,459.9,0.03,True
"Minneapolis, MN",balanced,all_gi,10,0,27.4,0.2224999964237213,0.0,1172.9,294.4,0.03,False
"Minneapolis, MN",balanced,all_gi,10,1,27.39,0.22259999811649323,0.0,1172.9,294.7,0.031,False
"Minneapolis, MN",balanced,all_gi,10,2,27.39,0.22269999980926514,0.0,1172.9,294.7,0.03,False
"Minneapolis, MN",balanced,all_gi,10,3,27.39,0.2223999947309494,0.0,1172.9,294.7,0.03,False
"Minneapolis, MN",balanced,all_gi,10,4,27.4,0.2224999964237213,0.0,1172.9,294.4,0.03,False
"Minneapolis, MN",balanced,all_gi,10,5,27.38,0.2223999947309494,0.0,1172.9,295.0,0.03,False
"Minneapolis, MN",balanced,all_gi,10,6,27.39,0.2224999964237213,0.0,1172.9,294.7,0.03,False
"Minneapolis, MN",balanced,all_gi,10,7,27.39,0.2224999964237213,0.0,1172.9,294.7,0.03,False
"Minneapolis, MN",balanced,all_gi,10,8,27.39,0.2222999930381775,0.0,1172.9,294.7,0.03,False
"Minneapolis, MN",balanced,all_gi,10,9,27.39,0.2223999947309494,0.0,1172.9,294.7,0.03,False
"Minneapolis, MN",balanced,all_gi,25,0,31.97,0.274399995803833,0.0,2932.6,186.0,0.03,False
"Minneapolis, MN",balanced,all_gi,25,1,31.96,0.27459999918937683,0.0,2932.6,186.2,0.03,False
"Minneapolis, MN",balanced,all_gi,25,2,31.96,0.27480000257492065,0.0,2932.6,186.2,0.031,False
"Minneapolis, MN",balanced,all_gi,25,3,31.96,0.27459999918937683,0.0,2932.6,186.2,0.032,False
"Minneapolis, MN",balanced,all_gi,25,4,31.97,0.27459999918937683,0.0,2932.6,186.0,0.032,False
"Minneapolis, MN",balanced,all_gi,25,5,31.96,0.27480000257492065,0.0,2932.6,186.2,0.033,False
"Minneapolis, MN",balanced,all_gi,25,6,31.97,0.274399995803833,0.0,2932.6,186.0,0.032,False
"Minneapolis, MN",balanced,all_gi,25,7,31.97,0.27480000257492065,0.0,2932.6,186.0,0.031,False
"Minneapolis, MN",balanced,all_gi,25,8,31.96,0.27459999918937683,0.0,2932.6,186.2,0.031,False
"Minneapolis, MN",balanced,all_gi,25,9,31.97,0.27469998598098755,0.0,2932.6,186.0,0.031,False
"Minneapolis, MN",balanced,all_gi,50,0,39.53,0.3707999885082245,0.0,5865.1,63.2,0.034,False
"Minneapolis, MN",balanced,all_gi,50,1,39.54,0.3709999918937683,0.0,5865.1,63.1,0.033,False
"Minneapolis, MN",balanced,all_gi,50,2,39.54,0.3709999918937683,0.0,5865.1,63.1,0.034,False
"Minneapolis, MN",balanced,all_gi,50,3,39.53,0.37059998512268066,0.0,5865.1,63.2,0.034,False
"Minneapolis, MN",balanced,all_gi,50,4,39.54,0.3709000051021576,0.0,5865.1,63.1,0.037,False
"Minneapolis, MN",balanced,all_gi,50,5,39.53,0.3709000051021576,0.0,5865.1,63.2,0.034,False
"Minneapolis, MN",balanced,all_gi,50,6,39.54,0.37070000171661377,0.0,5865.1,63.1,0.033,False
"Minneapolis, MN",balanced,all_gi,50,7,39.54,0.37119999527931213,0.0,5865.1,63.1,0.034,False
"Minneapolis, MN",balanced,all_gi,50,8,39.53,0.3709999918937683,0.0,5865.1,63.2,0.032,False
"Minneapolis, MN",balanced,all_gi,50,9,39.54,0.3707999885082245,0.0,5865.1,63.1,0.033,False
"Minneapolis, MN",balanced,all_ff,10,0,24.61,0.2215999960899353,6.744,2052.6,375.1,0.031,False
"Minneapolis, MN",balanced,all_ff,10,1,24.61,0.2215999960899353,6.744,2052.6,375.1,0.03,False
"Minneapolis, MN",balanced,all_ff,10,2,24.61,0.22169999778270721,6.744,2052.6,375.1,0.031,False
"Minneapolis, MN",balanced,all_ff,10,3,24.61,0.22139999270439148,6.744,2052.6,375.1,0.031,False
"Minneapolis, MN",balanced,all_ff,10,4,24.61,0.2214999943971634,6.744,2052.6,375.1,0.03,False
"Minneapolis, MN",balanced,all_ff,10,5,24.61,0.2214999943971634,6.744,2052.6,375.1,0.03,False
"Minneapolis, MN",balanced,all_ff,10,6,24.61,0.2214999943971634,6.744,2052.6,375.1,0.03,False
"Minneapolis, MN",balanced,all_ff,10,7,24.61,0.2214999943971634,6.744,2052.6,375.1,0.029,False
"Minneapolis, MN",balanced,all_ff,10,8,24.61,0.22139999270439148,6.744,2052.6,375.1,0.03,False
"Minneapolis, MN",balanced,all_ff,10,9,24.61,0.22139999270439148,6.744,2052.6,375.1,0.03,False
"Minneapolis, MN",balanced,all_ff,25,0,25.02,0.27140000462532043,16.862,5132.0,362.5,0.03,False
"Minneapolis, MN",balanced,all_ff,25,1,25.02,0.27160000801086426,16.862,5132.0,362.5,0.03,False
"Minneapolis, MN",balanced,all_ff,25,2,25.03,0.2718000113964081,16.862,5132.0,362.2,0.03,False
"Minneapolis, MN",balanced,all_ff,25,3,25.02,0.27160000801086426,16.862,5132.0,362.5,0.03,False
"Minneapolis, MN",balanced,all_ff,25,4,25.02,0.27160000801086426,16.862,5132.0,362.5,0.03,False
"Minneapolis, MN",balanced,all_ff,25,5,25.02,0.2718000113964081,16.862,5132.0,362.5,0.031,False
"Minneapolis, MN",balanced,all_ff,25,6,25.02,0.27140000462532043,16.862,5132.0,362.5,0.03,False
"Minneapolis, MN",balanced,all_ff,25,7,25.02,0.271699994802475,16.862,5132.0,362.5,0.03,False
"Minneapolis, MN",balanced,all_ff,25,8,25.02,0.27160000801086426,16.862,5132.0,362.5,0.029,False
"Minneapolis, MN",balanced,all_ff,25,9,25.02,0.271699994802475,16.862,5132.0,362.5,0.029,False
"Minneapolis, MN",balanced,all_ff,50,0,25.71,0.36399999260902405,33.725,10264.0,341.9,0.032,False
"Minneapolis, MN",balanced,all_ff,50,1,25.71,0.36419999599456787,33.725,10264.0,341.9,0.032,False
"Minneapolis, MN",balanced,all_ff,50,2,25.71,0.364300012588501,33.725,10264.0,341.9,0.032,False
"Minneapolis, MN",balanced,all_ff,50,3,25.71,0.3637999892234802,33.725,10264.0,341.9,0.033,False
"Minneapolis, MN",balanced,all_ff,50,4,25.72,0.36419999599456787,33.725,10264.0,341.6,0.034,False
"Minneapolis, MN",balanced,all_ff,50,5,25.71,0.36410000920295715,33.725,10264.0,341.9,0.034,False
"Minneapolis, MN",balanced,all_ff,50,6,25.71,0.36399999260902405,33.725,10264.0,341.9,0.033,False
"Minneapolis, MN",balanced,all_ff,50,7,25.71,0.3643999993801117,33.725,10264.0,341.9,0.033,False
"Minneapolis, MN",balanced,all_ff,50,8,25.71,0.364300012588501,33.725,10264.0,341.9,0.034,False
"Minneapolis, MN",balanced,all_ff,50,9,25.71,0.36410000920295715,33.725,10264.0,341.9,0.033,False
"Minneapolis, MN",balanced,all_hd,10,0,23.92,0.19120000302791595,0.0,0.0,396.9,0.031,False
"Minneapolis, MN",balanced,all_hd,10,1,23.91,0.19110000133514404,0.0,0.0,397.2,0.029,False
"Minneapolis, MN",balanced,all_hd,10,2,23.91,0.19120000302791595,0.0,0.0,397.2,0.031,False
"Minneapolis, MN",balanced,all_hd,10,3,23.91,0.19110000133514404,0.0,0.0,397.2,0.031,False
"Minneapolis, MN",balanced,all_hd,10,4,23.92,0.19110000133514404,0.0,0.0,396.9,0.03,False
"Minneapolis, MN",balanced,all_hd,10,5,23.91,0.19110000133514404,0.0,0.0,397.2,0.029,False
"Minneapolis, MN",balanced,all_hd,10,6,23.92,0.19110000133514404,0.0,0.0,396.9,0.03,False
"Minneapolis, MN",balanced,all_hd,10,7,23.91,0.19110000133514404,0.0,0.0,397.2,0.03,False
"Minneapolis, MN",balanced,all_hd,10,8,23.91,0.19110000133514404,0.0,0.0,397.2,0.03,False
"Minneapolis, MN",balanced,all_hd,10,9,23.91,0.19099999964237213,0.0,0.0,397.2,0.03,False
"Minneapolis, MN",balanced,all_hd,25,0,23.27,0.1859000027179718,0.0,0.0,418.1,0.032,False
"Minneapolis, MN",balanced,all_hd,25,1,23.27,0.1859000027179718,0.0,0.0,418.1,0.031,False
"Minneapolis, MN",balanced,all_hd,25,2,23.27,0.1860000044107437,0.0,0.0,418.1,0.031,False
"Minneapolis, MN",balanced,all_hd,25,3,23.27,0.1859000027179718,0.0,0.0,418.1,0.03,False
"Minneapolis, MN",balanced,all_hd,25,4,23.27,0.1858000010251999,0.0,0.0,418.1,0.031,False
"Minneapolis, MN",balanced,all_hd,25,5,23.26,0.1858000010251999,0.0,0.0,418.5,0.031,False
"Minneapolis, MN",balanced,all_hd,25,6,23.27,0.1858000010251999,0.0,0.0,418.1,0.031,False
"Minneapolis, MN",balanced,all_hd,25,7,23.27,0.1858000010251999,0.0,0.0,418.1,0.03,False
"Minneapolis, MN",balanced,all_hd,25,8,23.26,0.1858000010251999,0.0,0.0,418.5,0.03,False
"Minneapolis, MN",balanced,all_hd,25,9,23.27,0.1858000010251999,0.0,0.0,418.1,0.031,False
"Minneapolis, MN",balanced,all_hd,50,0,22.15,0.1762000024318695,0.0,0.0,456.4,0.033,False
"Minneapolis, MN",balanced,all_hd,50,1,22.16,0.1762000024318695,0.0,0.0,456.1,0.033,False
"Minneapolis, MN",balanced,all_hd,50,2,22.16,0.17630000412464142,0.0,0.0,456.1,0.033,False
"Minneapolis, MN",balanced,all_hd,50,3,22.15,0.17599999904632568,0.0,0.0,456.4,0.032,False
"Minneapolis, MN",balanced,all_hd,50,4,22.16,0.17630000412464142,0.0,0.0,456.1,0.032,False
"Minneapolis, MN",balanced,all_hd,50,5,22.15,0.1761000007390976,0.0,0.0,456.4,0.034,False
"Minneapolis, MN",balanced,all_hd,50,6,22.16,0.1762000024318695,0.0,0.0,456.1,0.034,False
"Minneapolis, MN",balanced,all_hd,50,7,22.15,0.17630000412464142,0.0,0.0,456.4,0.033,False
"Minneapolis, MN",balanced,all_hd,50,8,22.15,0.17630000412464142,0.0,0.0,456.4,0.033,False
"Minneapolis, MN",balanced,all_hd,50,9,22.16,0.1761000007390976,0.0,0.0,456.1,0.034,False
"Minneapolis Full, MN",random,all_gi,10,0,25.26,0.1882999986410141,0.0,3819.5,1107.0,0.053,False
"Minneapolis Full, MN",random,all_gi,10,1,25.25,0.1882999986410141,0.0,3819.5,1108.0,0.055,False
"Minneapolis Full, MN",random,all_gi,10,2,25.26,0.1881999969482422,0.0,3819.5,1107.0,0.054,False
"Minneapolis Full, MN",random,all_gi,10,3,25.25,0.1881999969482422,0.0,3819.5,1108.0,0.049,False
"Minneapolis Full, MN",random,all_gi,10,4,25.26,0.1882999986410141,0.0,3819.5,1107.0,0.05,False
"Minneapolis Full, MN",random,all_gi,10,5,25.25,0.1881999969482422,0.0,3819.5,1108.0,0.05,False
"Minneapolis Full, MN",random,all_gi,10,6,25.26,0.18809999525547028,0.0,3819.5,1107.0,0.05,False
"Minneapolis Full, MN",random,all_gi,10,7,25.25,0.1881999969482422,0.0,3819.5,1108.0,0.05,False
"Minneapolis Full, MN",random,all_gi,10,8,25.25,0.1881999969482422,0.0,3819.5,1108.0,0.05,False
"Minneapolis Full, MN",random,all_gi,10,9,25.25,0.1881999969482422,0.0,3819.5,1108.0,0.05,False
"Minneapolis Full, MN",random,all_gi,25,0,29.66,0.23499999940395355,0.0,9549.0,739.6,0.05,False
"Minneapolis Full, MN",random,all_gi,25,1,29.66,0.23499999940395355,0.0,9549.0,739.6,0.05,False
"Minneapolis Full, MN",random,all_gi,25,2,29.66,0.23510000109672546,0.0,9549.0,739.6,0.051,False
"Minneapolis Full, MN",random,all_gi,25,3,29.66,0.23489999771118164,0.0,9549.0,739.6,0.053,False
"Minneapolis Full, MN",random,all_gi,25,4,29.67,0.23499999940395355,0.0,9549.0,738.8,0.053,False
"Minneapolis Full, MN",random,all_gi,25,5,29.66,0.23489999771118164,0.0,9549.0,739.6,0.053,False
"Minneapolis Full, MN",random,all_gi,25,6,29.67,0.23499999940395355,0.0,9549.0,738.8,0.054,False
"Minneapolis Full, MN",random,all_gi,25,7,29.65,0.23499999940395355,0.0,9549.0,740.3,0.055,False
"Minneapolis Full, MN",random,all_gi,25,8,29.66,0.23479999601840973,0.0,9549.0,739.6,0.055,False
"Minneapolis Full, MN",random,all_gi,25,9,29.65,0.23489999771118164,0.0,9549.0,740.3,0.056,False
"Minneapolis Full, MN",random,all_gi,50,0,37.01,0.33230000734329224,0.0,19097.9,301.6,0.055,False
"Minneapolis Full, MN",random,all_gi,50,1,37.01,0.33239999413490295,0.0,19097.9,301.6,0.056,False
"Minneapolis Full, MN",random,all_gi,50,2,37.0,0.33219999074935913,0.0,19097.9,302.1,0.055,False
"Minneapolis Full, MN",random,all_gi,50,3,37.0,0.3319999873638153,0.0,19097.9,302.1,0.056,False
