city,strategy,pct,seed,n_chosen,chosen_pool_mean_score,overall_pool_mean_score,gap,scoring_surface,saturated,nonzero_count
"Minneapolis Full, MN",balanced,50,4,42936,1.4945439235310031e-05,1.164510381610052e-05,3.3003354192095113e-06,balanced,False,85873
"Minneapolis Full, MN",balanced,50,5,42936,1.5012122371545246e-05,1.164510381610052e-05,3.367018555444726e-06,balanced,False,85873
"Minneapolis Full, MN",balanced,50,6,42936,1.497036970331124e-05,1.164510381610052e-05,3.3252658872107195e-06,balanced,False,85873
"Minneapolis Full, MN",balanced,50,7,42936,1.4944415411592872e-05,1.164510381610052e-05,3.299311595492352e-06,balanced,False,85873
"Minneapolis Full, MN",balanced,50,8,42936,1.4997564336822956e-05,1.164510381610052e-05,3.3524605207224365e-06,balanced,False,85873
"Minneapolis Full, MN",balanced,50,9,42936,1.4949991058318874e-05,1.164510381610052e-05,3.3048872422183537e-06,balanced,False,85873
"San Antonio, TX",random,10,0,84048,17.621474596081715,17.61288781580866,0.00858678027305615,flood-focused,False,840488
"San Antonio, TX",random,10,1,84048,17.62558013403261,17.61288781580866,0.01269231822395156,flood-focused,False,840488
"San Antonio, TX",random,10,2,84048,17.600916373338364,17.61288781580866,-0.011971442470294136,flood-focused,False,840488
"San Antonio, TX",random,10,3,84048,17.64180307129794,17.61288781580866,0.028915255489280867,flood-focused,False,840488
"San Antonio, TX",random,10,4,84048,17.59260656967875,17.61288781580866,-0.020281246129908226,flood-focused,False,840488
"San Antonio, TX",random,10,5,84048,17.590965936885656,17.61288781580866,-0.02192187892300268,flood-focused,False,840488
"San Antonio, TX",random,10,6,84048,17.616168629708277,17.61288781580866,0.0032808138996180958,flood-focused,False,840488
"San Antonio, TX",random,10,7,84048,17.622962582518518,17.61288781580866,0.010074766709859517,flood-focused,False,840488
"San Antonio, TX",random,10,8,84048,17.613166892544722,17.61288781580866,0.0002790767360636437,flood-focused,False,840488
"San Antonio, TX",random,10,9,84048,17.61044843767523,17.61288781580866,-0.002439378133427539,flood-focused,False,840488
"San Antonio, TX",flood-focused,10,0,84048,18.855108139759725,17.61288781580866,1.2422203239510665,flood-focused,False,838331
"San Antonio, TX",flood-focused,10,1,84048,18.83901166847695,17.61288781580866,1.226123852668291,flood-focused,False,838331
"San Antonio, TX",flood-focused,10,2,84048,18.830031784636006,17.61288781580866,1.2171439688273473,flood-focused,False,838331
"San Antonio, TX",flood-focused,10,3,84048,18.842953157941864,17.61288781580866,1.230065342133205,flood-focused,False,838331
"San Antonio, TX",flood-focused,10,4,84048,18.834766885279688,17.61288781580866,1.2218790694710293,flood-focused,False,838331
"San Antonio, TX",flood-focused,10,5,84048,18.84228819967314,17.61288781580866,1.2294003838644798,flood-focused,False,838331
"San Antonio, TX",flood-focused,10,6,84048,18.85858953700574,17.61288781580866,1.245701721197083,flood-focused,False,838331
"San Antonio, TX",flood-focused,10,7,84048,18.852399920395484,17.61288781580866,1.2395121045868258,flood-focused,False,838331
"San Antonio, TX",flood-focused,10,8,84048,18.857570164691662,17.61288781580866,1.2446823488830034,flood-focused,False,838331
"San Antonio, TX",flood-focused,10,9,84048,18.846933197406855,17.61288781580866,1.2340453815981967,flood-focused,False,838331
"San Antonio, TX",cooling-focused,10,0,84048,0.35460765740498423,0.30934275258613786,0.045264904818846374,cooling-focused,False,840488
"San Antonio, TX",cooling-focused,10,1,84048,0.35438733958048413,0.30934275258613786,0.04504458699434627,cooling-focused,False,840488
"San Antonio, TX",cooling-focused,10,2,84048,0.3542662765872371,0.30934275258613786,0.044923524001099224,cooling-focused,False,840488
"San Antonio, TX",cooling-focused,10,3,84048,0.35389371444019396,0.30934275258613786,0.044550961854056104,cooling-focused,False,840488
"San Antonio, TX",cooling-focused,10,4,84048,0.35412013967497397,0.30934275258613786,0.04477738708883611,cooling-focused,False,840488
"San Antonio, TX",cooling-focused,10,5,84048,0.3539755691515263,0.30934275258613786,0.04463281656538842,cooling-focused,False,840488
"San Antonio, TX",cooling-focused,10,6,84048,0.3543175422803878,0.30934275258613786,0.04497478969424995,cooling-focused,False,840488
"San Antonio, TX",cooling-focused,10,7,84048,0.3539291728197016,0.30934275258613786,0.04458642023356374,cooling-focused,False,840488
"San Antonio, TX",cooling-focused,10,8,84048,0.35427016401268974,0.30934275258613786,0.04492741142655188,cooling-focused,False,840488
"San Antonio, TX",cooling-focused,10,9,84048,0.3539763856206425,0.30934275258613786,0.04463363303450463,cooling-focused,False,840488
"San Antonio, TX",undersupply-focused,10,0,84048,2.0527112596604304,0.2052691721380196,1.847442087522411,undersupply-focused,True,34784
"San Antonio, TX",undersupply-focused,10,1,84048,2.0527112596604304,0.2052691721380196,1.847442087522411,undersupply-focused,True,34784
"San Antonio, TX",undersupply-focused,10,2,84048,2.0527112596604304,0.2052691721380196,1.847442087522411,undersupply-focused,True,34784
"San Antonio, TX",undersupply-focused,10,3,84048,2.0527112596604304,0.2052691721380196,1.847442087522411,undersupply-focused,True,34784
"San Antonio, TX",undersupply-focused,10,4,84048,2.0527112596604304,0.2052691721380196,1.847442087522411,undersupply-focused,True,34784
"San Antonio, TX",undersupply-focused,10,5,84048,2.0527112596604304,0.2052691721380196,1.847442087522411,undersupply-focused,True,34784
"San Antonio, TX",undersupply-focused,10,6,84048,2.0527112596604304,0.2052691721380196,1.847442087522411,undersupply-focused,True,34784
"San Antonio, TX",undersupply-focused,10,7,84048,2.0527112596604304,0.2052691721380196,1.847442087522411,undersupply-focused,True,34784
"San Antonio, TX",undersupply-focused,10,8,84048,2.0527112596604304,0.2052691721380196,1.847442087522411,undersupply-focused,True,34784
"San Antonio, TX",undersupply-focused,10,9,84048,2.0527112596604304,0.2052691721380196,1.847442087522411,undersupply-focused,True,34784
